DISPLAY_Type,DISPLAY_Size,DISPLAY_Resolution_Width,DISPLAY_Resolution_Height,PLATFORM_OS,MEMORY_Card_slot,MEMORY_Internal_rom,MEMORY_Internal_ram
PLS,7.0,600.0,1024.0,android 4,microsdhc,33554432.0,8388608.0
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,786432.0
TFT,2.8,240.0,320.0,android 2,microsdhc,30720.0,
TFT,3.0,240.0,320.0,,microsdhc,20480.0,
TFT,3.0,240.0,320.0,,microsdhc,20480.0,
OLED,4.65,720.0,1280.0,android 4,no,16777216.0,1048576.0
TFT,3.5,320.0,480.0,android 2,microsdhc,524288.0,
OLED,3.97,480.0,800.0,android 2,microsdhc,3145728.0,1048576.0
OLED,7.7,800.0,1280.0,android 3,microsdhc,33554432.0,1048576.0
OLED,4.65,720.0,1280.0,android 4,no,33554432.0,1048576.0
OLED,4.0,480.0,800.0,android 2,microsdhc,4194304.0,1048576.0
OLED,4.65,720.0,1280.0,android 2,microsdhc,16777216.0,1048576.0
OLED,5.3,800.0,1280.0,android 4,microsdhc,16777216.0,1048576.0
OLED,5.3,800.0,1280.0,android 2,microsdhc,16777216.0,1048576.0
OLED,4.0,480.0,800.0,android 2,microsdhc,4194304.0,
TFT,3.65,320.0,480.0,android 2,microsdhc,3145728.0,524288.0
OLED,4.52,480.0,800.0,android 2,microsdhc,16777216.0,1048576.0
TFT,3.14,240.0,320.0,android 2,microsdhc,524288.0,
TFT,2.6,320.0,240.0,android 2,microsdhc,524288.0,
TFT,2.4,240.0,320.0,,microsdhc,40960.0,
TFT,2.4,240.0,320.0,,no,262144.0,131072.0
TFT,3.2,320.0,480.0,android 2,microsdhc,2097152.0,
TFT,3.5,320.0,480.0,android 2,microsdhc,2097152.0,524288.0
CSTN,1.43,128.0,128.0,,no,,
TFT,1.8,128.0,160.0,,microsdhc,,
TFT,1.8,128.0,160.0,,no,,
OLED,4.3,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,33554432.0,524288.0
OLED,3.7,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,8388608.0,524288.0
OLED,4.5,480.0,800.0,android 2,microsdhc,16777216.0,1048576.0
TFT,2.4,240.0,320.0,,microsdhc,20480.0,
TFT,3.7,480.0,800.0,android 2,microsdhc,1048576.0,524288.0
TFT,2.2,240.0,320.0,,microsdhc,38912.0,
TFT,2.4,240.0,320.0,,microsdhc,28672.0,
OLED,4.65,720.0,1280.0,android 4,no,33554432.0,1048576.0
OLED,4.65,720.0,1280.0,android ,no,16777216.0,1048576.0
OLED,4.3,480.0,800.0,android 2,microsdxc,16777216.0,1048576.0
OLED,4.0,480.0,800.0,android 2,microsdhc,4194304.0,524288.0
TFT,3.2,320.0,480.0,android 2,microsdhc,128000.0,
OLED,4.0,480.0,800.0,android 2,microsdhc,8388608.0,1048576.0
TFT,3.2,320.0,480.0,android 2,microsdhc,266240.0,262144.0
TFT,3.5,320.0,480.0,android 2,microsdhc,974848.0,
PLS,7.0,600.0,1024.0,android 3,microsdhc,33554432.0,1048576.0
PLS,7.0,600.0,1024.0,android 3,microsdxc,33554432.0,1048576.0
OLED,3.7,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,8388608.0,524288.0
OLED,4.65,720.0,1280.0,android 2,microsdhc,16777216.0,1048576.0
TFT,2.4,320.0,240.0,,microsdhc,81920.0,
OLED,7.7,800.0,1280.0,android 3,microsdhc,67108864.0,16777216.0
OLED,7.7,800.0,1280.0,android 3,microsdhc,67108864.0,16777216.0
OLED,5.3,800.0,1280.0,android 2,microsdxc,33554432.0,1048576.0
OLED,4.3,480.0,800.0,android 2,microsdhc,33554432.0,1048576.0
OLED,4.52,480.0,800.0,android 2,microsdhc,16777216.0,1048576.0
OLED,4.52,480.0,800.0,android 2,microsdhc,33554432.0,1048576.0
OLED,4.52,480.0,800.0,android 2,microsdhc,16777216.0,1048576.0
OLED,4.0,480.0,800.0,bada,microsdhc,4194304.0,
TFT,3.65,320.0,480.0,bada,microsdhc,153600.0,
TFT,3.2,320.0,480.0,bada,microsdhc,153600.0,
OLED,4.5,480.0,800.0,android 2,microsdhc,16777216.0,1048576.0
OLED,4.5,480.0,800.0,android 2,microsdhc,16777216.0,1048576.0
PLS,8.9,800.0,1280.0,android 3,no,33554432.0,1048576.0
TFT,3.7,480.0,800.0,android 2,microsdhc,2097152.0,524288.0
TFT,2.66,480.0,320.0,android 2,microsdhc,,
TFT,2.6,320.0,240.0,android 2,microsdhc,163840.0,
TFT,3.14,240.0,320.0,android 2,microsdhc,184320.0,
TFT,3.0,240.0,320.0,android 2,microsdhc,296960.0,184320.0
TFT,2.44,240.0,320.0,,microsdhc,117760.0,
IPS,3.2,320.0,480.0,android 2,microsdhc,,
TFT,2.4,240.0,320.0,,microsdhc,110592.0,
TFT,2.8,240.0,320.0,,microsdhc,102400.0,
IPS,3.65,320.0,480.0,android 2,microsdhc,524288.0,153600.0
OLED,4.3,480.0,800.0,android 2,microsdhc,16777216.0,1048576.0
LCD,4.2,480.0,800.0,android 2,microsdhc,8388608.0,1048576.0
TFT,3.5,320.0,480.0,android 2,microsdhc,,
TFT,2.2,240.0,320.0,,microsdhc,262144.0,131072.0
TFT,3.5,320.0,480.0,android 2,microsdhc,1048576.0,524288.0
TFT,2.8,240.0,320.0,,microsdhc,,
TFT,2.4,480.0,320.0,,microsdhc,102400.0,
TFT,2.8,240.0,320.0,,microsdhc,,
TFT,3.2,320.0,480.0,android 2,microsdhc,276480.0,153600.0
OLED,3.5,480.0,800.0,android 2,microsdhc,1048576.0,524288.0
CSTN,1.43,128.0,128.0,,no,8192.0,
TFT,2.2,240.0,320.0,,microsdhc,122880.0,
CSTN,1.43,128.0,128.0,,no,,
TFT,2.2,240.0,320.0,,microsdhc,51200.0,
TFT,3.14,240.0,320.0,android 2,microsdhc,,
TFT,2.2,240.0,320.0,,microsdhc,46080.0,
TFT,2.0,240.0,320.0,,no,,
TFT,1.77,128.0,160.0,,microsdhc,20480.0,
CSTN,1.52,128.0,128.0,,no,,
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,524288.0
TFT,3.2,240.0,400.0,,microsdhc,20480.0,
TFT,3.2,240.0,400.0,,microsdhc,30720.0,
TFT,2.2,220.0,176.0,,microsdhc,44032.0,
TFT,2.2,220.0,176.0,,microsdhc,48128.0,
TFT,2.8,240.0,320.0,android 2,microsdhc,524288.0,262144.0
TFT,3.2,320.0,480.0,android 2,microsdhc,119808.0,
TFT,3.5,480.0,800.0,android 2,microsdhc,4194304.0,524288.0
OLED,4.0,480.0,800.0,android 2,no,16777216.0,524288.0
S-LCD,4.0,480.0,800.0,android 2,no,16777216.0,
TFT,1.8,128.0,160.0,,microsdhc,4096.0,
TFT,7.0,600.0,1024.0,android 2,microsdhc,16777216.0,606208.0
PLS,10.1,800.0,1280.0,android 3,no,67108864.0,16777216.0
PLS,10.1,800.0,1280.0,android 3,no,33554432.0,1048576.0
PLS,10.1,800.0,1280.0,android 3,no,67108864.0,16777216.0
PLS,8.9,800.0,1280.0,android 3,no,67108864.0,16777216.0
PLS,8.9,800.0,1280.0,android 3,no,67108864.0,16777216.0
OLED,4.0,480.0,800.0,android 2,no,16777216.0,524288.0
TFT,2.0,128.0,160.0,,no,262144.0,131072.0
TFT,3.2,240.0,320.0,TouchWiz UI,microsdhc,26624.0,
TFT,2.8,320.0,240.0,android 2,microsdhc,276480.0,
OLED,4.3,480.0,800.0,android 2,microsdhc,33554432.0,1048576.0
TFT,2.6,240.0,320.0,,microsdhc,51200.0,
TFT,2.6,240.0,320.0,,microsdhc,51200.0,
LCD,5.0,480.0,800.0,android 2,microsdhc,16777216.0,
TFT,10.1,800.0,1280.0,android 3,no,33554432.0,
TFT,3.2,240.0,400.0,bada,microsdhc,102400.0,
TFT,2.4,320.0,240.0,,microsdhc,20480.0,
TFT,2.0,128.0,160.0,,microsdhc,36864.0,
TFT,2.0,128.0,160.0,,microsdhc,36864.0,
TFT,2.0,128.0,160.0,,microsdhc,4096.0,
LCD,4.0,480.0,800.0,android 2,microsdhc,16777216.0,4194304.0
TFT,3.5,320.0,480.0,android 2,microsdhc,161792.0,
TFT,3.5,320.0,480.0,android 2,microsdhc,284672.0,161792.0
TFT,3.3,240.0,320.0,android 2,microsdhc,286720.0,163840.0
TFT,3.2,320.0,480.0,android 2,microsdhc,284672.0,161792.0
TFT,3.14,240.0,320.0,android 2,microsdhc,393216.0,163840.0
TFT,3.14,240.0,320.0,android 2,microsdhc,167936.0,
OLED,4.0,480.0,800.0,android 2,microsdhc,1048576.0,524288.0
TFT,3.0,240.0,400.0,,microsdhc,30720.0,
OLED,4.5,480.0,800.0,android 2,microsdhc,16777216.0,
TFT,3.5,320.0,480.0,android 2,microsdhc,,
OLED,4.3,480.0,800.0,android 2,microsdhc,2097152.0,
OLED,4.0,480.0,800.0,android 2,no,16777216.0,524288.0
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,
TFT,2.4,320.0,240.0,,microsdhc,61440.0,
TFT,2.2,240.0,320.0,,no,92160.0,
TFT,2.2,240.0,320.0,,microsdhc,51200.0,
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,
TFT,3.35,240.0,400.0,,microsdhc,262144.0,
TFT,1.92,240.0,320.0,,microsdhc,262144.0,
TFT,2.0,128.0,160.0,,microsdhc,,
TFT,3.2,240.0,400.0,android 2,microsdhc,126976.0,
TFT,3.0,240.0,400.0,,microsdhc,138240.0,
TFT,2.6,240.0,320.0,,microsdhc,,
OLED,3.4,480.0,800.0,android 2,microsdhc,2097152.0,344064.0
TFT,2.2,220.0,176.0,,microsdhc,55296.0,
TFT,2.2,220.0,176.0,,microsdhc,55296.0,
TFT,2.0,128.0,160.0,,no,,
CSTN,1.52,128.0,128.0,,no,,
CSTN,1.52,128.0,128.0,,no,,
TFT,2.2,176.0,220.0,,microsdhc,43008.0,
TFT,1.7,128.0,160.0,,microsd,8192.0,
TFT,2.2,320.0,240.0,,microsdhc,106496.0,
TFT,2.4,240.0,320.0,,microsdhc,87040.0,
TFT,1.8,128.0,160.0,,no,,
CSTN,1.43,128.0,128.0,,no,,
OLED,4.0,480.0,800.0,Microsoft Windows Phone 7,microsdhc,8388608.0,524288.0
OLED,4.0,480.0,800.0,Microsoft Windows Phone 7,no,16777216.0,
TFT,3.2,240.0,400.0,bada,microsdhc,102400.0,
LCD,3.7,480.0,800.0,bada,microsdhc,2097152.0,
LCD,3.7,480.0,800.0,bada,microsdhc,1782579.2,
TFT,7.0,600.0,1024.0,android 2,microsdhc,16777216.0,655360.0
TFT,7.0,600.0,1024.0,android 2,microsdhc,33554432.0,524288.0
TFT,7.0,600.0,1024.0,android 2,microsdhc,2097152.0,
TFT,7.0,600.0,1024.0,android 2,microsdhc,2097152.0,
TFT,,176.0,220.0,,microsdhc,102400.0,
TFT,2.4,240.0,320.0,,microsdhc,102400.0,
TFT,2.4,240.0,320.0,,microsdhc,,
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,
TFT,2.8,240.0,400.0,,microsdhc,102400.0,
TFT,3.0,240.0,400.0,,microsdhc,,
OLED,3.7,480.0,800.0,android 2,microsdhc,8388608.0,
OLED,4.0,480.0,800.0,android 2,microsdhc,2097152.0,524288.0
TFT,3.5,320.0,480.0,android 2,microsdhc,524288.0,524288.0
TFT,2.2,240.0,320.0,,microsdhc,43008.0,
TFT,3.2,240.0,400.0,android 2,microsdhc,163840.0,
OLED,3.3,480.0,800.0,,microsdhc,168960.0,
TFT,2.0,240.0,320.0,,microsd,30720.0,
TFT,2.4,240.0,320.0,,microsdhc,40960.0,
TFT,2.4,240.0,320.0,,microsdhc,37888.0,
TFT,3.2,240.0,400.0,bada,microsdhc,92160.0,
OLED,3.7,480.0,800.0,android 2,microsdhc,8388608.0,
TFT,2.0,128.0,160.0,,microsd,,
TFT,2.2,240.0,320.0,,microsdhc,40960.0,
TFT,2.0,128.0,160.0,,no,65536.0,
OLED,4.0,480.0,800.0,android 2,microsdhc,2097152.0,
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,524288.0
TFT,3.0,240.0,400.0,,microsdhc,524288.0,
TFT,,240.0,320.0,,microsdhc,51200.0,
TFT,,240.0,320.0,,microsdhc,71680.0,
TFT,,240.0,320.0,,microsdhc,51200.0,
TFT,2.0,128.0,160.0,,microsdhc,43008.0,
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,524288.0
TFT,2.62,320.0,320.0,Microsoft Windows Mobile 6.5 Professional,microsdhc,204800.0,
TFT,2.4,320.0,240.0,Microsoft Windows Mobile 6.5 Standard,microsdhc,225280.0,
TFT,2.2,176.0,220.0,,no,65536.0,24576.0
TFT,2.2,240.0,320.0,,microsdhc,,
TFT,2.6,240.0,320.0,,microsdhc,262144.0,131072.0
OLED,4.0,480.0,800.0,android 2,microsdhc,524288.0,524288.0
TFT,3.2,320.0,480.0,android 2,microsdhc,,
TFT,3.2,240.0,400.0,android 2,microsdhc,,
TFT,2.6,240.0,320.0,,microsdhc,102400.0,
TFT,2.4,320.0,240.0,Microsoft Windows Mobile 6.5 Standard,microsdhc,125952.0,
TFT,2.66,240.0,320.0,,microsdhc,,
TFT,2.2,220.0,176.0,,microsd,56320.0,
TFT,2.5,240.0,320.0,,microsdhc,51200.0,
TFT,3.2,240.0,400.0,bada,microsdhc,102400.0,
TFT,3.2,240.0,400.0,bada,microsdhc,102400.0,
TFT,2.8,240.0,320.0,android 2,microsdhc,174080.0,
TFT,3.2,240.0,400.0,android 2,microsdhc,524288.0,262144.0
TFT,3.2,240.0,400.0,android 2,microsdhc,524288.0,262144.0
TFT,3.2,240.0,400.0,,microsdhc,276480.0,
TFT,2.2,240.0,320.0,,microsdhc,71680.0,
TFT,2.4,240.0,320.0,TouchWiz Lite UI,microsdhc,30720.0,
OLED,3.2,240.0,400.0,,microsdhc,,
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,
OLED,3.7,480.0,800.0,android 2,microsdhc,1048576.0,393216.0
OLED,4.0,480.0,800.0,android 2,microsdhc,16777216.0,524288.0
TFT,2.6,240.0,320.0,,microsdhc,51200.0,
OLED,3.2,320.0,480.0,android 2,microsdhc,184320.0,
CSTN,1.52,128.0,128.0,,no,16384.0,
TFT,2.0,240.0,320.0,,microsdhc,,
TFT,2.8,240.0,320.0,,microsdhc,80896.0,
TFT,2.8,240.0,320.0,,microsdhc,51200.0,
TFT,2.4,240.0,320.0,,microsdhc,84992.0,
TFT,2.6,240.0,320.0,,microsdhc,81920.0,
TFT,3.0,240.0,400.0,,microsdhc,194560.0,
OLED,3.3,480.0,800.0,bada,microsdhc,399360.0,
OLED,3.7,480.0,800.0,android 2,microsdhc,16777216.0,393216.0
TFT,2.6,240.0,320.0,,microsdhc,46080.0,
TFT,2.8,240.0,320.0,,microsdhc,51200.0,
TFT,1.77,128.0,160.0,,microsd,40960.0,
TFT,2.0,128.0,160.0,,microsdhc,13312.0,
TFT,2.0,240.0,320.0,,microsdhc,40960.0,
TFT,3.0,240.0,400.0,,microsdhc,204800.0,
OLED,2.2,240.0,320.0,,microsdhc,112640.0,
TFT,2.0,240.0,320.0,,microsdhc,45056.0,
CSTN,1.43,128.0,128.0,,no,,
TFT,2.2,240.0,320.0,,microsdhc,102400.0,
TFT,2.4,240.0,320.0,,microsdhc,30720.0,
TFT,2.2,176.0,220.0,,microsdhc,15360.0,
TFT,2.8,240.0,320.0,,microsdhc,30720.0,
TFT,2.8,240.0,320.0,,microsdhc,51200.0,
TFT,2.8,240.0,320.0,,microsdhc,40960.0,
TFT,2.2,240.0,320.0,,microsd,81920.0,
TFT,2.2,240.0,320.0,,microsdhc,40960.0,
TFT,2.0,176.0,220.0,,microsdhc,30720.0,
TFT,2.8,240.0,320.0,,microsdhc,30720.0,
TFT,2.1,240.0,320.0,,microsdhc,40960.0,
TFT,2.1,240.0,320.0,,microsdhc,40960.0,
TFT,3.3,360.0,640.0,,microsdhc,193536.0,
TFT,2.2,240.0,320.0,,microsdhc,15360.0,
TFT,1.4,128.0,160.0,,no,10240.0,
TFT,2.8,240.0,320.0,,microsdhc,194560.0,
TFT,2.6,240.0,320.0,,microsdhc,30720.0,
OLED,3.7,480.0,800.0,Microsoft Windows Mobile 6.5 Professional,microsdhc,,
TFT,3.0,240.0,400.0,,microsdhc,73728.0,
TFT,3.0,240.0,400.0,,microsdhc,79872.0,
TFT,2.8,240.0,320.0,,microsdhc,81920.0,
TFT,3.2,320.0,480.0,android 1,microsdhc,184320.0,
CSTN,1.63,128.0,128.0,,microsd,5120.0,
CSTN,1.52,128.0,128.0,,no,,
CSTN,1.77,128.0,160.0,,microsd,7168.0,
CSTN,1.52,128.0,128.0,,no,,
TFT,2.1,176.0,220.0,,microsdhc,,
OLED,3.5,800.0,480.0,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",microsdhc,8388608.0,262144.0
OLED,3.2,320.0,480.0,android 1,microsdhc,204800.0,
OLED,3.3,480.0,800.0,,microsdhc,4194304.0,
OLED,3.5,480.0,800.0,LiMo OS,microsdhc,16777216.0,
TFT,3.2,240.0,400.0,Linux-based LiMo R2.0.1,microsdhc,1048576.0,
TFT,2.8,240.0,320.0,,microsdhc,153600.0,
TFT,2.2,220.0,176.0,,microsdhc,40960.0,
TFT,2.8,240.0,320.0,,microsdhc,163840.0,
TFT,2.62,320.0,320.0,Microsoft Windows Mobile 6.5 Standard,microsdhc,524288.0,276480.0
CSTN,1.43,128.0,128.0,,no,1024.0,
CSTN,1.43,128.0,128.0,,no,1024.0,
TFT,2.1,240.0,320.0,,microsdhc,,
TFT,3.0,240.0,400.0,,microsdhc,51200.0,
TFT,3.0,240.0,400.0,,microsdhc,133120.0,
TFT,2.8,240.0,320.0,,microsdhc,51200.0,
TFT,,240.0,320.0,,microsd,,
TFT,2.0,240.0,320.0,,microsd,40960.0,
TFT,2.0,120.0,160.0,,microsdhc,15360.0,
TFT,2.1,176.0,220.0,,microsd,,
TFT,2.4,320.0,240.0,Microsoft Windows Mobile 6.1 Standard,microsdhc,131072.0,96256.0
TFT,2.6,240.0,400.0,,microsdhc,126976.0,
TFT,2.2,176.0,220.0,,microsd,1048576.0,
OLED,3.2,320.0,480.0,android 1,microsdhc,,
TFT,2.55,320.0,240.0,Microsoft Windows Mobile 6.5 Professional,microsdhc,524288.0,262144.0
TFT,2.6,320.0,480.0,,microsdhc,,
TFT,2.1,176.0,220.0,,microsdhc,131072.0,
OLED,3.1,480.0,800.0,,microsdhc,262144.0,
TFT,2.1,176.0,220.0,,microsdhc,15360.0,
TFT,3.0,240.0,400.0,,microsdhc,193536.0,
CSTN,1.52,128.0,128.0,,microsd,9216.0,
TFT,3.0,240.0,400.0,,microsdhc,86016.0,
TFT,3.0,240.0,400.0,,microsdhc,51200.0,
TFT,1.76,176.0,220.0,proprietary,no,40960.0,
TFT,2.4,240.0,320.0,,microsdhc,40960.0,
TFT,2.9,320.0,240.0,,microsdhc,,
TFT,3.0,240.0,400.0,,microsdhc,61440.0,
TFT,2.8,240.0,320.0,,microsdhc,51200.0,
TFT,2.4,240.0,320.0,,microsdhc,122880.0,
TFT,2.2,240.0,320.0,,microsdhc,20480.0,
TFT,2.2,176.0,220.0,,microsdhc,15360.0,
TFT,2.0,176.0,220.0,,microsdhc,9216.0,
OLED,3.5,480.0,800.0,,microsdhc,450560.0,
OLED,3.1,480.0,800.0,,microsdhc,8388608.0,
OLED,3.7,480.0,800.0,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5/6.5.3",microsdhc,16777216.0,2097152.0
OLED,3.5,480.0,800.0,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",microsdhc,2097152.0,262144.0
TFT,2.4,320.0,240.0,"MS Windows Mobile 6.1 Standard, upgradable to Windows Mobile 6.5",microsdhc,262144.0,102400.0
TFT,3.0,240.0,400.0,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",microsdhc,256000.0,
OLED,3.1,480.0,800.0,,microsdhc,153600.0,
CSTN,1.52,128.0,128.0,,no,,
TFT,2.0,144.0,176.0,,microsdhc,51200.0,
OLED,2.2,240.0,320.0,,microsdhc,40960.0,
TFT,2.2,176.0,220.0,,microsdhc,,
TFT,2.1,240.0,320.0,,microsdhc,51200.0,
TFT,2.4,320.0,240.0,"Microsoft Windows Mobile 6.1 Standard, upgradable to Windows Mobile 6.5",microsdhc,262144.0,262144.0
TFT,2.1,240.0,320.0,,microsdhc,30720.0,
TFT,2.2,176.0,220.0,,no,15360.0,
CSTN,1.85,128.0,160.0,,no,2048.0,
TFT,2.2,220.0,176.0,,no,65536.0,
OLED,3.2,320.0,480.0,android 1,microsdhc,8388608.0,131072.0
TFT,,128.0,160.0,,microsd,8192.0,
TFT,2.4,240.0,320.0,,microsd,29696.0,
STN,1.77,128.0,160.0,,no,2048.0,
CSTN,1.77,128.0,160.0,,no,,
TFT,1.9,176.0,220.0,,microsdhc,131072.0,
OLED,3.2,240.0,400.0,,microsdhc,194560.0,
TFT,2.2,220.0,176.0,,no,65536.0,
TFT,2.55,320.0,320.0,Microsoft Windows Mobile 6.1 Standard,microsdhc,262144.0,131072.0
TFT,1.77,120.0,160.0,,microsdhc,7168.0,
TFT,3.0,240.0,400.0,,microsdhc,51200.0,
TFT,2.8,240.0,320.0,,microsdhc,81920.0,
OLED,3.7,360.0,640.0,Symbian 9.4 Series 60 rel. 5,microsdhc,16777216.0,262144.0
OLED,2.8,240.0,400.0,,microsdhc,81920.0,
OLED,2.8,240.0,400.0,,microsdhc,51200.0,
TFT,2.6,240.0,400.0,,microsdhc,81920.0,
TFT,2.6,240.0,400.0,,microsdhc,102400.0,
OLED,2.2,320.0,240.0,,microsd,112640.0,
TFT,2.0,176.0,220.0,,microsd,35840.0,
TFT,2.2,240.0,320.0,,microsd,40960.0,
TFT,2.0,176.0,220.0,,microsdhc,20480.0,
TFT,2.1,176.0,220.0,,microsd,32768.0,
TFT,3.2,240.0,400.0,,microsdhc,153600.0,
TFT,3.0,240.0,400.0,,microsdhc,,
TFT,2.0,120.0,160.0,,microsdhc,15360.0,
TFT,2.0,128.0,160.0,,microsdhc,15360.0,
TFT,2.0,176.0,220.0,,microsdhc,15360.0,
TFT,2.6,320.0,240.0,Microsoft Windows Mobile 6.1 Standard,microsdhc,102400.0,
CSTN,1.77,120.0,160.0,,no,2048.0,
CSTN,1.52,128.0,128.0,,no,,
CSTN,1.52,128.0,128.0,,no,1024.0,
CSTN,1.38,128.0,128.0,,no,,
TFT,1.77,128.0,160.0,,no,9216.0,
CSTN,1.52,128.0,128.0,,no,,
TFT,1.77,128.0,160.0,,no,7168.0,
CSTN,1.77,128.0,160.0,,microsd,20480.0,
TFT,2.4,240.0,320.0,,microsdhc,51200.0,
TFT,2.2,176.0,220.0,,microsdhc,61440.0,
TFT,2.2,176.0,220.0,,microsdhc,40960.0,
TFT,2.8,240.0,320.0,,microsdhc,,
TFT,2.2,240.0,320.0,,microsd,38912.0,
OLED,2.0,240.0,320.0,,microsdhc,1048576.0,
TFT,1.9,176.0,220.0,,microsdhc,15360.0,
TFT,2.2,240.0,320.0,,microsd,,
TFT,2.55,320.0,320.0,Microsoft Windows Mobile 6.1 Professional,microsdhc,,
TFT,3.2,240.0,400.0,,microsd,204800.0,
TFT,2.3,176.0,220.0,,microsdhc,51200.0,
TFT,3.0,240.0,320.0,,microsdhc,,
TFT,2.1,176.0,220.0,,microsd,,
TFT,1.9,128.0,160.0,,microsd,15360.0,
CSTN,1.63,128.0,160.0,,no,3072.0,
CSTN,1.63,128.0,128.0,,microsd,4096.0,
CSTN,1.63,128.0,128.0,,no,1536.0,
CSTN,1.63,128.0,128.0,,no,1536.0,
CSTN,1.63,128.0,128.0,,no,1536.0,
TFT,2.6,320.0,240.0,Microsoft Windows Mobile 6.1 Standard,microsdhc,20480.0,
TFT,2.5,320.0,320.0,Microsoft Windows Mobile 6.1 Professional,microsdhc,262144.0,153600.0
TFT,2.2,220.0,176.0,,microsdhc,51200.0,
OLED,2.6,240.0,320.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,79872.0,
TFT,2.2,176.0,220.0,,microsd,73728.0,
TFT,2.2,176.0,220.0,,microsd,61440.0,
TFT,3.2,240.0,400.0,,microsdhc,204800.0,
TFT,2.2,176.0,220.0,,microsd,30720.0,
OLED,2.2,240.0,320.0,,microsdhc,122880.0,
TFT,2.0,240.0,320.0,,microsdhc,73728.0,
TFT,2.0,176.0,220.0,,microsd,20480.0,
STN,1.8,128.0,160.0,,no,2048.0,
TFT,1.9,144.0,176.0,,microsdhc,51200.0,
CSTN,1.67,128.0,160.0,,no,2048.0,
TFT,2.0,176.0,220.0,,microsd,131072.0,
TFT,2.0,128.0,160.0,,no,,
CSTN,1.77,128.0,160.0,,no,4096.0,
CSTN,1.77,128.0,160.0,,no,,
TFT,2.0,240.0,320.0,,microsd,40960.0,
TFT,1.9,128.0,160.0,,microsd,20480.0,
TFT,2.2,176.0,220.0,,microsd,20480.0,
TFT,1.9,176.0,220.0,,microsdhc,26624.0,
TFT,2.1,176.0,220.0,,microsdhc,16384.0,
CSTN,1.85,128.0,160.0,,no,3072.0,
TFT,1.8,176.0,220.0,,microsd,,
TFT,2.6,240.0,320.0,,microsd,46080.0,
CSTN,1.77,128.0,160.0,,no,4096.0,
TFT,2.0,128.0,160.0,,microsd,12288.0,
CSTN,1.52,128.0,128.0,,no,,
TFT,2.8,240.0,320.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,16777216.0,131072.0
TFT,2.2,240.0,320.0,,microsdhc,35840.0,
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.1 Professional,microsd,262144.0,65536.0
TFT,1.77,128.0,160.0,,no,20480.0,
TFT,2.2,176.0,220.0,,microsd,18432.0,
CSTN,2.1,128.0,128.0,,no,2048.0,
CSTN,1.52,128.0,128.0,,no,2048.0,
TFT,2.1,176.0,220.0,,microsdhc,40960.0,
TFT,3.2,240.0,400.0,Microsoft Windows Mobile 6.1 Professional,microsdhc,16777216.0,131072.0
TFT,2.0,240.0,320.0,,microsdhc,1048576.0,
TFT,2.4,240.0,320.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,102400.0,
CSTN,1.77,128.0,160.0,,no,4096.0,
TFT,1.9,128.0,160.0,,microsd,20480.0,
CSTN,1.52,128.0,128.0,,no,2048.0,
CSTN,1.77,128.0,160.0,,no,4096.0,
CSTN,1.77,128.0,160.0,,microsd,20480.0,
TFT,2.1,240.0,320.0,,microsd,32768.0,
TFT,2.6,240.0,320.0,,microsd,28672.0,
TFT,2.0,176.0,220.0,,no,1048576.0,
TFT,2.2,240.0,320.0,,microsd,122880.0,
TFT,2.2,240.0,320.0,,microsd,131072.0,
TFT,2.2,240.0,320.0,,microsd,,
TFT,2.8,240.0,320.0,,microsdhc,237568.0,
TFT,2.6,240.0,320.0,"Symbian 9.2, Series 60 rel. 3.0",microsd,133120.0,
CSTN,1.7,128.0,160.0,,no,,
CSTN,1.52,128.0,128.0,,no,2048.0,
CSTN,1.52,128.0,128.0,,no,,
TFT,2.3,320.0,240.0,,microsd,102400.0,
TFT,2.6,240.0,320.0,,microsd,92160.0,
OLED,1.9,128.0,160.0,,microsd,12288.0,
TFT,2.0,128.0,160.0,,no,14336.0,
TFT,2.3,240.0,320.0,Microsoft Windows Mobile 6.1 Standard,microsd,,
TFT,2.2,240.0,320.0,,microsdhc,24576.0,
TFT,2.0,128.0,160.0,,microsd,10240.0,
TFT,2.2,176.0,220.0,,microsd,40960.0,
TFT,1.8,176.0,220.0,,microsd,40960.0,
TFT,1.9,176.0,220.0,,microsd,,
